,X,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,Hotness,end_of_fade_in,key,Loudness,mode,mode_confidence,rank,hit
4556,4556,0.919,131.986,4,0.685,mockingbird,2005,0.562090337,0.387146502,0,0,-5.751,1,0.808,59,0
4557,4557,0.356,155.097,4,0,follow me,2001,0.524021793,0.322358441,0.293,2,-3.143,1,0.551,19,1
4558,4558,0.18,92.971,4,0.483,i know,1995,0.61107934,0.413630698,0,3,-8.958,1,0.187,11,1
4560,4560,0.918,127.029,4,0.626,if i were a carpenter,1966,0.616252519,0.43191283,0.177,7,-12.405,1,0.712,73,0
4562,4562,0.626,124.032,4,0.271,together forever,1988,0.501526578,0.355650805,0,7,-7.934,1,0.687,44,1
4563,4563,0.914,125.978,4,0.439,i want you,2003,0.471557591,0,0.177,1,-9.891,0,0.76,95,0
4564,4564,0.5,98.997,3,0.565,unchained melody,1965,0.685080489,0.460703674,0.223,0,-7.535,1,0.823,21,1
4565,4565,0.982,197.12,1,0,oh boy,2002,0.599328242,0.426710244,0.423,9,-19.763,1,0.724,30,1
4566,4566,0.062,146.63,3,1,love train,1973,0.79225559,0.566971566,0.113,5,-12.82,0,0.338,32,1
4567,4567,0.803,208.403,1,0,already gone,2010,0.687397291,0.431045802,0,7,-5.795,1,0.662,74,0
4568,4568,0.677,84.867,4,0.655,games people play,1981,0.608275271,0.401580377,0,9,-7.576,1,0.699,66,0
4569,4569,0.528,152.015,4,0.753,stay awhile,1971,0.274432948,0.26622954,2.206,8,-19.019,1,0.604,57,0
4570,4570,0.546,176.533,4,0,karma,2005,0.806760096,0.703801348,2.241,2,-9.554,1,0.46,56,0
4571,4571,0.619,135.981,4,0.255,i believe,1995,0.649576572,0.403032205,0.218,11,-13.474,1,0.646,27,1
4572,4572,0.43,143.148,4,0.362,abc,1970,0.461376928,0.313627075,4.679,9,-4.53,1,0.451,15,1
4573,4573,0.74,98.333,4,0,my baby,2001,0.82960374,0.559925869,0.073,0,-10.954,1,0.649,74,0
4574,4574,0.336,108.527,4,0,baby,2010,0.369373033,0.444055406,0.157,8,-11.794,0,0.326,44,1
4575,4575,1,105.158,4,1,hungry eyes,1988,0.640327244,0.444954311,0.737,2,-15.641,1,0.615,25,1
4576,4576,0.562,140.008,4,0.783,more and more,1993,0.524821393,0.362162159,0,6,-6.24,0,0.353,79,0
4577,4577,0.404,125.825,4,0.304,listen to your heart,2005,0.553739233,0.452864975,0.392,6,-8.081,0,0.517,35,1
4578,4578,0.197,140.098,4,0.174,never again,2007,0.489636082,0.239959923,0.199,7,-6.859,1,0.377,70,0
4579,4579,0.331,102.902,5,1,bad day,2006,0.489504353,0.314051518,2.461,2,-11.085,0,0.298,1,1
4580,4580,0.479,108.009,4,0.585,nobody,1997,0.476130224,0.357916787,0.102,4,-5.957,1,0.516,16,1
4582,4582,0.202,126.606,3,0.774,help me,1974,0.580683604,0.374146504,0,1,-7.664,0,0.279,53,0
4583,4583,0.444,84.68,4,0.632,mercy mercy mercy,1967,0.51103019,0.354164535,0.247,3,-9.689,1,0.662,51,0
4584,4584,0.561,145.027,4,0.047,fire,1979,0.550083593,0.376117545,0.978,9,-7.663,0,0.572,15,1
4585,4585,0.369,102.857,4,0.54,come with me,1998,0.611709847,0.383944878,0.242,10,-11.177,0,0.705,47,1
4586,4586,0.401,115.855,4,0.686,even the nights are better,1982,0.722419472,0.457559725,0,0,-5.529,0,0.467,37,1
4587,4587,0.713,120.539,4,1,fortress around your heart,1985,0.78342035,0.562778744,0.4,2,-10.136,1,0.597,95,0
4588,4588,0.88,99.263,4,0.18,bridge over troubled water,1971,0.757921011,0.600265108,4.197,5,-15.226,1,0.735,52,0
4589,4589,0.358,113.997,4,1,strut,1985,0.430905472,0.388789651,1.016,10,-9.206,0,0.515,46,1
4590,4590,0.342,89.125,4,0.561,back in the day,1994,0.46482957,0.398990556,0.343,4,-9.091,1,0.476,93,0
4591,4591,0.884,130.337,4,0.171,everything,1990,0.508864706,0.429823191,0.177,2,-9.083,1,0.568,41,1
4592,4592,0.128,89.965,4,1,strut,1985,0.451962006,0,0.328,0,-8.004,0,0.675,46,1
4593,4593,0.671,121.944,3,0.764,no more lonely nights,1985,0.656700158,0.476213226,3.936,1,-5.156,0,0.573,72,0
4594,4594,0.046,120.943,4,1,just lose it,2004,0.871010614,0.869460641,0.182,11,-3.965,0,0.461,98,0
4595,4595,0,185.662,4,0.184,everything,1990,0.557704536,0.399298747,0.136,5,-3.792,0,0,41,1
4596,4596,0.381,125.287,4,0.02,america,1981,0.466022544,0.372119056,0.222,4,-17.799,1,0.506,62,0
4597,4597,0.767,174.633,1,0,me and bobby mcgee,1971,0.735370102,0.347780894,3.233,2,-18.671,1,0.56,11,1
4598,4598,0.948,99.989,3,0.732,lullaby,1999,0.476490701,0,4.058,0,-13.611,1,1,46,1
4599,4599,0.065,122.746,4,0.793,sing a song,1976,0.782893259,0.534445727,0,11,-10.971,0,0.218,59,0
4600,4600,0.374,120.056,1,0,i thank you,1968,0.503882523,0.336691755,0.426,0,-12.827,1,0.447,68,0
4601,4601,0.343,121.719,1,0,lola,1970,0.616896591,0.416503946,0,9,-18.707,1,0.394,52,0
4603,4603,0.426,78.684,1,0.088,revolution,1968,0.700176117,0.490215858,0.583,9,-13.958,0,0.424,78,0
4604,4604,0.481,127.585,1,0.044,fall in love with me,1983,0.614969258,0.490583698,4.063,10,-10.327,0,0.211,100,0
4605,4605,0.292,84.617,3,0.61,sunshine,2004,0.585765474,0.37020933,5.567,1,-15.011,0,0.475,20,1
4606,4606,0.768,120.301,1,0,superman,2003,0.607269222,0.396969773,0,4,-6.33,1,0.539,98,0
4607,4607,0.219,160.031,1,0,kids in america,1982,0.758667044,0.560348382,0,7,-7.524,1,0.395,91,0
4608,4608,0.228,120.004,5,0.664,war,1970,0.581028983,0.348553028,0.136,1,-5.238,1,0.378,5,1
4609,4609,0.331,180.074,4,0.036,welcome back,1976,0.2860406,0,0,8,-15.968,1,0.461,58,0
4610,4610,0.696,120.822,4,0.416,cold sweat,1967,0.42703017,0.321972612,0.448,2,-8.058,1,0.676,77,0
4611,4611,0.476,121.978,4,0.359,smile,2010,0.429810831,0.335688926,3.303,2,-5.077,0,0.481,97,0
4612,4612,0.341,101.291,7,0.611,puppy love,1972,0.325380301,0.286220366,0.305,4,-13.388,0,0.501,67,0
4613,4613,0.133,205.673,1,0,love song,2008,0.515726299,0.31930004,0.392,5,-15.22,1,0.222,7,1
4614,4614,0.57,136.773,1,0,cherry bomb,1988,0.630815773,0.53041273,0,11,-8.704,1,0.33,92,0
4615,4615,0.846,92.131,4,0.531,wild thing,1989,0.840963901,0.587869152,0,1,-6.505,1,0.758,33,1
4616,4616,0.389,91.106,4,1,what you want,1998,0.862795414,0.600282491,2.334,11,-4.452,0,0.378,31,1
4617,4617,0.35,124.024,4,1,crazy,2006,0.814622989,0.530315151,0.125,6,-11.758,0,0.427,7,1
4619,4619,0.204,125.972,4,1,the game of love,2003,0.527099133,0.330382884,0.144,0,-5.801,1,0.308,27,1
4620,4620,0.541,107.6,4,0.808,this girl is a woman now,1969,0.516179818,0.411180934,0.078,9,-7.607,1,0.434,84,0
4621,4621,0.465,173.599,1,0.235,my baby,2001,0.565191636,0.225649538,0.27,3,-13.699,1,0.528,74,0
4622,4622,1,94.803,4,0.664,venus,1986,0.475896066,0.288979387,5.962,9,-6.908,1,0.815,38,1
4623,4623,0.549,161.593,1,0.408,move along,2006,0.517615569,0,0,2,-7.667,1,0.536,21,1
4624,4624,0.2,156.579,4,0.525,let it be,1970,0.75085361,0.471317926,0.316,7,-10.094,1,0.339,9,1
4625,4625,0.555,95.542,3,0.919,unchained melody,1965,0.570303537,0.426570385,0.386,2,-18.5,1,0.495,21,1
4626,4626,0.702,110.073,4,0.885,kokomo,1988,0.45578431,0.296974742,4.319,0,-10.1,1,0.74,42,1
4627,4627,0.046,119.988,4,1,everything,1990,0.425004194,0.450513049,0,7,-10.234,1,0.261,41,1
4628,4628,0.579,150.291,4,0.288,stronger,2007,0.821300035,0.500822447,2.618,2,-5.289,1,0.523,27,1
4629,4629,0.019,127.775,5,1,on the radio,1980,0.692655873,0.434346306,0,2,-6.677,1,0.157,52,0
4630,4630,0.555,69.724,4,0,talking in your sleep,1984,0.624004215,0.391346627,0.232,10,-16.61,0,0.413,19,1
4631,4631,0.588,86.932,4,0.636,westside,1998,0.689494765,0.35590563,0.659,0,-1.744,1,0.41,100,0
4632,4632,0.432,135.042,4,0.084,poison,1990,0.695792974,0.465867632,3.367,11,-6.256,0,0.537,4,1
4633,4633,0.537,124.833,4,0.173,nothing compares 2 u,1990,0.446686578,0.366283048,0.091,5,-10.455,1,0.673,3,1
4634,4634,0.464,129.99,4,0,every morning,1999,0.804424433,0.525738815,0.061,8,-6.274,0,0.453,8,1
4635,4635,0.065,189.992,4,0.684,america,1981,0.626035836,0.393195648,0.287,11,-7.709,1,0.405,62,0
4636,4636,0.058,197.865,4,0,1999,1983,0.591500218,0.452913465,0.2,7,-4.008,1,0.296,41,1
4637,4637,0.752,90.858,4,0.955,ready or not,1990,0.813711289,0.514986291,2.281,11,-12.816,0,0.71,54,0
4638,4638,0.581,91.105,5,0.867,fire,1979,0.746293441,0.393840325,0.316,9,-8.372,0,0.568,15,1
4640,4640,0.949,111.985,4,0.734,no more,2000,0.39192455,0,0.583,9,-6.112,1,0.729,39,1
4641,4641,0.59,155.045,4,1,notorious,1987,0.623802719,0.385840973,0,11,-9.63,0,0.546,25,1
4642,4642,0.686,88.887,4,0.575,africa,1983,0.496742453,0.379872184,2.322,5,-11.137,1,0.434,24,1
4643,4643,0.439,74.204,4,1,beauty and the beast,1992,0.632354172,0.445302815,0,10,-12.552,1,0.493,64,0
4644,4644,0.27,92.986,4,1,numb,2004,0.473128029,0.351754671,0.395,2,-9.756,1,0.26,33,1
4645,4645,0.717,141.964,4,0,i love you,2002,0.776675856,0.553071991,0.171,9,-7.377,0,0.671,60,0
4646,4646,0.056,130.277,4,0.43,night fever,1978,0.511210975,0.384146345,0,1,-10.178,1,0.245,2,1
4647,4647,0.938,188.036,4,0.688,i will always love you,1993,0.707335681,0.603876487,0.125,2,-11.227,1,0.83,1,1
4648,4648,0,108.701,7,0.507,i believe,1995,0.574118615,0.370961382,0.276,0,-4.166,0,0,27,1
4649,4649,0.197,105.851,4,0.336,i love you,2002,0.352090124,0.366336663,0.351,8,-7.156,0,0.335,60,0
4650,4650,0.099,154.761,4,0.448,take it away,1982,0.613476723,0.351860876,0.241,4,-10.28,0,0.255,70,0
4651,4651,0.802,119.984,4,0.039,do what you do,1985,0.494269055,0.378208271,5.462,9,-9.427,1,0.583,90,0
4652,4652,0.422,171.548,4,0.37,cherry cherry,1966,0.817635146,0.564005986,0,2,-5.43,1,0.488,75,0
4653,4653,0.628,122.588,4,0,my girl,1965,0.577353466,0.378315419,0,1,-5.825,0,0.664,10,1
4654,4654,0.7,127.34,4,0.306,abracadabra,1982,0.771814848,0.469812942,0.537,9,-12.445,0,0.379,9,1
4655,4655,0.377,100.658,4,0,copacabana,1978,0.523633032,0.348350022,0.142,11,-12.055,1,0.635,74,0
4656,4656,1,116.536,4,0.726,little things,1965,0.536323814,0,0.183,7,-8.25,1,1,81,0
4657,4657,0.523,150.884,1,0.384,how long,1975,0.496196128,0.331744767,0.136,8,-7.092,0,0.14,57,0
4658,4658,0.314,164.996,4,1,being with you,1981,0.613144657,0.380669842,1.001,7,-11.003,1,0.625,13,1
4660,4660,0.462,140.182,4,0.828,ordinary world,1993,0.614242347,0.45952389,4.272,1,-4.689,0,0.763,34,1
4661,4661,0,72.009,5,0.647,rain,1993,0.482006999,0.415897128,3.454,1,-5.577,1,0.127,67,0
4662,4662,0.746,112.649,4,0,monday monday,1966,0.378013152,0.339408486,0,2,-11.815,1,0.544,7,1
4663,4663,0.622,90.76,3,0.775,summertime,1991,0.803810768,0.559925869,2.566,5,-14.656,1,0.616,38,1
4664,4664,0.344,166.639,4,0.784,fast car,1988,0.708615635,0.444682626,2.159,1,-13.754,1,0.392,76,0
4665,4665,0.479,91.571,5,1,amazing grace,1971,0.570169974,0.311763617,0.334,7,-14.372,1,0.746,80,0
4667,4667,0.511,141.512,4,0.496,rapture,1981,0.694812722,0.467062401,4.795,9,-8.215,1,0.411,15,1
4669,4669,0.785,113.797,4,1,a love bizarre,1986,0.640184979,0.476169321,0.362,0,-6.621,1,0.525,83,0
4671,4671,0.829,150.335,4,0.357,liar,1971,0.710781516,0.453068417,0.119,11,-6.498,0,0.735,69,0
4672,4672,0.149,119.01,4,1,dance the night away,1979,0.529510316,0.376258999,0.821,11,-16.444,1,0.336,95,0
4674,4674,0.082,95.008,4,0.606,tell me,1996,0.687397291,0.431045802,0,11,-3.111,0,0.206,58,0
4675,4675,0.348,127.906,4,0,money,1973,0.838526945,0.547803978,0,2,-3.583,1,0.398,92,0
4676,4676,0.458,115.132,4,0.103,shine,1994,0.476179741,0.275688523,5.544,9,-5.751,1,0.43,31,1
4677,4677,0.248,96.926,7,0.967,time,1996,0.556634339,0.361206761,0.194,5,-14.298,1,0.405,50,0
4678,4678,0.683,170.124,3,1,down,2010,0.484548613,0.375314615,0.16,11,-4.149,0,0.652,41,1
4679,4679,0.567,94.957,5,0.678,girlfriend,2007,0.554080661,0.334561707,0.165,5,-5.763,1,0.551,12,1
4680,4680,0.665,144.946,4,0.428,maniac,1983,0.393954378,0.258073816,0.107,7,-7.554,0,0.608,9,1
4681,4681,0.279,125.003,4,0.203,good enough,1993,0,0,0,10,-7.685,0,0.574,49,1
4682,4682,0.401,131.085,4,0.591,give it up,1984,0.753502495,0.501702048,0,11,-12.73,1,0.411,75,0
4684,4684,0.455,130.971,4,0.439,addicted,2008,0.556283731,0.404882538,0,6,-8.415,1,0.447,97,0
4685,4685,0.531,215.899,4,0.231,here we go again,1993,0.672432758,0.412778153,0,4,-4.586,0,0.345,59,0
4686,4686,0.564,119.837,4,0,time,1996,0.603904505,0.46349107,0.148,4,-7.72,0,0.627,50,0
4687,4687,0.91,123.18,4,0.85,any day now,1982,0.552454251,0.380379393,0.34,5,-12.456,1,1,83,0
4688,4688,0.577,85.348,1,0.872,all my life,1998,0.645988951,0.487449793,0.392,1,-8.078,1,0.747,7,1
4690,4690,0.728,83.836,4,0,times of your life,1976,0.53249301,0.387286552,0.072,0,-8.471,1,0.454,54,0
4691,4691,0.177,93.897,4,1,america,1981,0.69297934,0.536862274,0.183,8,-7.485,1,0.602,62,0
4692,4692,0.368,133.622,4,0,i know,1995,0.785640032,0.466120648,0.304,2,-7.96,0,0.71,11,1
4693,4693,0.554,170.292,4,0,sweet lady,1999,0.556927444,0.377062713,0.365,7,-7.756,1,0.404,43,1
4695,4695,1,177.918,4,0.808,signs,1991,0.563421563,0.402033856,3.291,7,-7.514,1,0.706,73,0
4696,4696,1,141.966,4,0.657,back in the day,1994,0.713241784,0.484670759,6.536,11,-12.054,0,0.974,93,0
4697,4697,0.909,145.022,4,0,amazing grace,1971,0.637030344,0.446503134,3.14,2,-13.872,1,0.688,80,0
4698,4698,0.613,103.524,4,1,time,1996,0.255490753,0,0.427,0,-15.98,1,0.449,50,0
4699,4699,0.174,133.496,4,0.868,shake,1965,0.670427726,0.408255182,0,2,-4.847,1,0.461,66,0
4700,4700,0.551,127.971,4,0,love,2006,0.605114771,0.424524307,0,10,-5.255,0,0.467,93,0
4701,4701,0.087,76.156,3,1,have i told you lately,1993,0.583646435,0.41458957,0.125,0,-15.462,1,0.323,32,1
4702,4702,0.607,183.904,1,0,fire,1979,0.833967972,0.576201966,0,2,-6.319,1,0.359,15,1
4703,4703,0,157.748,4,0.37,wait for me,1980,0.772873274,0.473700501,0,11,-18.511,0,0,88,0
4704,4704,0.886,171.884,4,0.908,i remember,2008,0.670114578,0.448234372,0,2,-6.413,1,0.663,89,0
4705,4705,0.083,128.023,4,0.616,crash and burn,2000,0.782773691,0.5009461,0,4,-6.559,0,0.302,78,0
4706,4706,0.803,147.401,1,0,shy guy,1995,0.486997954,0.386429351,0,1,-6.862,1,0.823,43,1
4707,4707,0.543,85.007,4,0.93,games people play,1981,0.378408558,0.32258766,1.321,4,-8.456,0,0.478,66,0
4708,4708,0.576,115.024,4,1,loser,1994,0.431516963,0.332244744,0,4,-7.882,1,0.617,50,0
4709,4709,0.63,129.207,4,0,missing you,2001,0.803220003,0.571376562,0.2,0,-10.072,1,0.616,49,1
4710,4710,0.02,92.993,4,0.968,its goin down,2006,0.579963544,0.354567275,0,11,-6.002,1,0.473,18,1
4711,4711,0.038,135.096,4,0.398,party all the time,1986,0.607313586,0.455844625,0.264,1,-8.197,0,0.37,7,1
4712,4712,0.336,85.961,4,0.688,say you will,1988,0.57397529,0.34470543,5.462,7,-6.512,0,0.545,73,0
4713,4713,0.446,162.063,4,0.059,hotel california,1977,0.307840369,0.163222926,0,2,-11.594,1,0.597,19,1
4714,4714,0.086,117.499,4,1,shine,1994,0.735615112,0.544792156,0.165,4,-14.047,0,0.442,31,1
4715,4715,0.237,120.652,4,1,do you remember,2010,0.786268009,0.496705943,0,8,-11.903,1,0.36,53,0
4716,4716,0.953,164.708,4,0.82,why,2004,0.679616957,0.354472191,0.345,2,-5.989,1,0.809,62,0
4717,4717,0.91,98.986,4,0.58,never my love,1967,0.638427687,0.416108322,0.222,6,-9.536,1,0.77,20,1
4718,4718,0.387,115.025,3,0.43,the one,1992,0.616808459,0.43748065,0.319,9,-9.104,0,0.266,43,1
4719,4719,0,173.225,4,0,empire state of mind,2010,0.45741925,0.29090403,0.311,8,-7.529,0,0,21,1
4720,4720,0.547,132.062,4,0,shout,1985,0.499166198,0.338388813,0,3,-4.561,0,0.395,21,1
4721,4721,0.735,120.027,4,0.787,love like this,2008,0.629716095,0.392004178,0.16,7,-8.674,1,0.719,72,0
4722,4722,0.618,121.817,4,1,wake up everybody,1976,0.5531883,0.389031032,0.074,6,-13.435,1,0.561,73,0
4723,4723,0.357,111.845,4,1,everything,1990,0.601128794,0.313364526,3.686,10,-7.535,1,0.442,41,1
4724,4724,0.312,132.997,5,1,misty,1975,0.72723242,0.428161187,0.229,2,-12.995,0,0.359,92,0
4725,4725,0.265,134.864,4,0.209,war,1970,0.705876402,0.62220896,0,9,-4.558,1,0.46,5,1
4726,4726,0.207,134.815,4,0.106,brown sugar,1995,0.412180954,0.314762629,0.885,2,-5.391,1,0.504,86,0
4727,4727,0.422,84.148,1,0.645,only you,1996,0.556410013,0.396596275,0.18,3,-10.758,1,0.466,34,1
4728,4728,0.616,104.04,4,1,over,2010,0.761088203,0.554573164,0,9,-6.702,0,0.372,60,0
4729,4729,0.572,176.52,1,0,money honey,1976,0.618409286,0.383136022,0.194,4,-8.686,1,0.471,92,0
4730,4730,0.816,125.017,4,0.449,lets groove,1982,0.472253689,0.262383388,2.165,2,-7.35,1,0.673,33,1
4731,4731,0.402,95.532,4,0.8,someday,2004,0.731466297,0.568430226,0.923,8,-19.208,1,0.465,17,1
4732,4732,0.628,145.914,4,0.516,one wish,2006,0.721990699,0.40870711,0,4,-6.281,1,0.484,67,0
4733,4733,0.535,121.125,3,1,i do,2002,0.710374813,0.505883169,0,7,-3.573,1,0.495,100,0
4734,4734,0.715,111.725,4,0.372,how sweet it is to be loved by you,1975,0.826513629,0.608458843,0,2,-13.302,1,0.539,68,0
4735,4735,1,125.633,4,0,close to you,1990,0.465194733,0.36228409,0.142,11,-7.913,0,0.801,17,1
4736,4736,0.313,242.221,3,0.49,gone,2002,0.561160467,0.393151371,1.043,8,-17.99,1,0.466,75,0
4737,4737,0.405,89.335,5,0.732,the devil went down to georgia,1979,0.670547072,0.465454222,0.225,0,-12.522,1,0.466,50,0
4738,4738,0,112.341,3,1,suddenly,1985,0.506707071,0.356120385,0.316,10,-5.247,0,0.163,52,0
4739,4739,0.751,145.95,4,0.604,cum on feel the noize,1984,0.686766276,0.567586677,0,11,-6.78,0,0.691,68,0
4740,4740,0.295,126.005,4,0.463,cover girl,1989,0.499076898,0.36943122,0.34,11,-4.405,0,0.373,73,0
4741,4741,0.575,138.011,4,0.757,lola,1970,0.54759313,0.396412628,0.148,9,-11.431,1,0.232,52,0
4742,4742,0.459,208.47,3,1,tighten up,1968,0.49244505,0.368796088,0.351,3,-5.955,1,0.212,10,1
4743,4743,0.732,89.978,4,0.666,who i am,2001,0.690786527,0.51111391,0.566,2,-4.588,1,0.477,82,0
4744,4744,0.517,156.007,4,0.502,sorry,2008,0.427790621,0.312372246,2.101,0,-6.601,0,0.455,44,1
4746,4746,0.073,99.968,4,0.933,everything,1990,0.525805428,0.395786548,2.502,7,-10.95,0,0.405,41,1
4747,4747,0.272,89.504,4,1,put a little love in your heart,1969,0.582431619,0.347041113,0,6,-11.035,1,0.559,46,1
4748,4748,0.542,185.426,4,0.233,misty,1975,0.460975378,0.344211614,0.2,8,-11.279,1,0.633,92,0
4749,4749,0.659,95.936,4,0,just the two of us,1981,0.31544398,0.22167782,2.229,1,-14.965,1,0.53,18,1
4750,4750,0.73,109.899,4,0.6,breakout,1987,0.555146808,0.40421744,3.646,5,-9.855,1,0.576,66,0
4751,4751,0.035,111.204,4,0,goodbye,2009,0.752382499,0.449502672,0,1,-16.277,1,0.331,96,0
4752,4752,0.369,135.643,3,0.504,could it be magic,1975,0.482685846,0.291207568,0.383,10,-20.12,1,0.406,37,1
4753,4753,0.695,168.123,4,0,slip away,1968,0.740811254,0.441510043,0,5,-10.374,1,0.633,44,1
4754,4754,0.051,123.756,4,0.335,i can see clearly now,1994,0.593420296,0.407283888,0.073,2,-8.068,1,0.343,66,0
4756,4756,0.477,84.776,4,1,hold me,1982,0.683537728,0.334003537,2.293,1,-5.659,1,0.628,31,1
4757,4757,0.83,135.256,4,0.928,breathe,2000,0.615109022,0.448257756,3.094,2,-9.653,1,0.719,1,1
4758,4758,0.617,96.9,3,1,no no no,1998,0.60960286,0.42407707,0.2,4,-7.988,0,0.505,12,1
4759,4759,0.071,124.008,4,0.843,do it again,1973,0.658349215,0.396963184,0.229,10,-10.139,0,0.535,73,0
4761,4761,0.101,87.522,4,0.797,maniac,1983,0.62264197,0.519097839,1.019,4,-6.162,1,0.232,9,1
4762,4762,0.05,183.971,4,0.536,believe,1999,0.495056042,0.378475901,0.258,7,-6.581,1,0.486,1,1
4765,4765,0.619,84.092,4,1,baby come to me,1983,0.496742453,0.379872184,0.531,8,-9.608,1,0.678,8,1
4766,4766,0.94,127.044,4,0.035,rain,1993,0.608593644,0.397724167,0,1,-9.577,1,0.637,67,0
4767,4767,0.418,127.446,3,0.818,signs,1991,0.444328465,0,0,7,-4.751,1,0.49,73,0
4768,4768,0.506,85.943,4,0.381,anything,2002,0.679966286,0.455622736,0.258,5,-12.349,1,0.432,88,0
4769,4769,0.49,38.798,4,0,dancing in the dark,1984,0.665133017,0.499298211,0.319,5,-12.98,1,0.397,14,1
4770,4770,0.584,129.998,4,0.844,halo,2009,0.584764696,0.443118046,0.194,4,-4.759,1,0.663,24,1
4771,4771,0.516,136.84,3,0.496,going in circles,1969,0.267999839,0.282387457,0.2,10,-17.646,1,0.565,29,1
4772,4772,0.565,131.995,4,0,bleeding love,2008,0.555517649,0.376474552,0,0,-4.537,1,0.429,2,1
4773,4773,0.454,85.65,3,0.202,queen of hearts,1981,0.73537015,0.686276784,0.09,2,-9.028,1,0.553,14,1
4774,4774,0.324,84.974,4,0.346,shine,1994,0.573123542,0.331605089,0.253,9,-4.78,1,0.601,31,1
4776,4776,0.028,166.578,4,0.787,fame,1980,0.576436774,0.431897024,0.125,7,-2.412,1,0.392,66,0
4777,4777,0.202,115.018,4,0.363,your body,2005,0.372530714,0.268006597,0.16,5,-7.348,0,0.407,74,0
4778,4778,0.173,120.36,4,1,heaven,2004,0.793369631,0.514380374,0.154,6,-5.73,1,0.29,37,1
4779,4779,0.613,146.525,5,1,baby baby,1991,0.367156147,0.326021825,0.711,11,-5.489,0,0.505,10,1
4780,4780,0.462,92.552,4,0.852,friend of mine,1998,0.530991211,0.331940065,0,4,-9.879,1,0.495,72,0
4781,4781,0.271,156.132,3,0.878,where do you go,1997,0.628042414,0.42738805,0.142,0,-14.758,0,0.252,52,0
4782,4782,0.875,92.973,4,0.681,think,1968,0.791022278,0.620008681,0.322,1,-3.678,1,0.643,94,0
4783,4783,0.075,122.133,4,0.138,still the same,1978,0.433098916,0.275854459,0.306,10,-10.854,1,0.342,52,0
4785,4785,0.637,105.974,3,0,i shot the sheriff,1997,0.697466287,0.516566268,0,7,-12.364,0,0.659,85,0
4786,4786,0.743,149.011,4,0.522,locked up,2004,0.522490451,0.350285512,0.119,1,-9.108,1,0.662,44,1
4787,4787,0.412,86.956,4,1,over,2010,0.405605981,0,0.178,4,-4.95,0,0.522,60,0
4788,4788,0.033,91.995,4,0.943,one,1999,0.510599265,0.395667005,0,5,-9.953,1,0.223,70,0
4789,4789,0.093,108.169,4,0.237,put a little love in your heart,1969,0.49030398,0.334415271,3.204,6,-16.11,1,0.489,46,1
4790,4790,0.353,170.051,4,0.427,that girl,1996,0.761357312,0.42337641,0.502,11,-6.799,1,0.197,90,0
4791,4791,0.168,90.5,4,1,one more chance,1995,0.86652032,0.899991594,2.096,0,-7.711,1,0.29,23,1
4792,4792,0.644,127.962,4,0.07,so alive,1989,0.720337416,0.444036715,0.113,0,-3.545,1,0.563,51,0
4793,4793,0.586,175.299,4,0,top of the world,1974,0.555765,0.376514231,0.171,2,-10.264,1,0.568,39,1
4794,4794,0.12,68.904,4,0.754,summertime,1991,0.356252646,0.316767327,0,5,-23.973,0,0.494,38,1
4797,4797,0.85,128.005,4,0.757,fire,1979,0.625186797,0.388800313,0,6,-14.186,1,0.546,15,1
4799,4799,0.718,134.056,4,1,i know,1995,0.622690016,0.387145751,4.534,0,-5.699,1,0.71,11,1
4801,4801,0.624,114.125,4,0.715,smoke on the water,1973,0.63023334,0.413465894,0.276,0,-6.538,1,0.578,50,0
4802,4802,0.91,102.43,4,0.413,still,1980,0.499907515,0.37444943,0.095,0,-1.739,1,0.727,23,1
4804,4804,1,109.141,4,0.669,just to see her,1987,0.719993294,0.477010643,0.287,0,-9.113,1,0.732,87,0
4805,4805,0.083,95.058,4,0.659,summertime,1991,0.677171748,0.460713666,0.403,6,-13.728,1,0.427,38,1
4806,4806,0.174,88.026,4,1,come and get it,1970,0.552053803,0.341376268,0.177,9,-6.763,0,0.189,48,1
4807,4807,0.632,163.565,4,0.313,head over heels,1985,0.11712989,0.370370263,3.048,10,-8.291,0,0.47,60,0
4808,4808,0.545,92.811,4,0.782,i do,2002,0.3454137,0.235478485,0.248,4,-5.376,0,0.48,100,0
4809,4809,0.691,130.252,1,0,love will keep us together,1975,0.613768147,0.357279209,0.308,4,-9.507,1,0.588,1,1
4810,4810,0.573,91.971,4,0.209,masterpiece,1992,0.485577315,0.327163228,0,0,-3.699,0,0.502,27,1
4812,4812,0.516,113.267,4,0.751,survivor,2001,0.573886411,0.466154898,0,8,-6.756,1,0.546,23,1
4813,4813,0.439,86.714,5,0.902,rompe,2006,0.526708061,0.342599474,0.897,4,-5.546,0,0.24,74,0
4814,4814,0.138,123.009,4,0.355,lady,1996,0.669746503,0.451237115,0,4,-7.673,1,0.464,70,0
4815,4815,0.096,119.972,4,0.982,incomplete,2005,0.600013702,0.44546969,3.036,9,-6.588,1,0.254,64,0
4816,4816,0.628,153.914,4,0,never can say goodbye,1975,0.487714072,0.31883905,0,2,-9.223,1,0.626,71,0
4817,4817,0.342,95.882,3,0.952,i wanna love you,2007,0.378408558,0.317187769,0.165,10,-8.721,1,0.033,8,1
4818,4818,0.003,89.256,4,0.49,put on,2008,0.698291624,0.453850265,3.338,4,-7.085,0,0.143,68,0
